"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 01 18:37:46 GMT 2023","Fri Sep 01 18:37:47 GMT 2023","354","","","","","Validar o método GET do endpoint /houses","Validar o método GET do endpoint /houses",""
"passed","Fri Sep 01 18:37:40 GMT 2023","Fri Sep 01 18:37:40 GMT 2023","276","","","","","Validar o método GET do endpoint /characters","Validar o método GET do endpoint /characters",""
"passed","Fri Sep 01 18:37:50 GMT 2023","Fri Sep 01 18:37:50 GMT 2023","313","","","","","Validar o método GET do endpoint /houses/{id}","Validar o método GET do endpoint /houses/{id}",""
"passed","Fri Sep 01 18:37:32 GMT 2023","Fri Sep 01 18:37:33 GMT 2023","952","","","","","Validar o método GET do endpoint /books","Validar o método GET do endpoint /books",""
"passed","Fri Sep 01 18:37:43 GMT 2023","Fri Sep 01 18:37:43 GMT 2023","293","","","","","Validar o método GET do endpoint /characters/{id}","Validar o método GET do endpoint /characters/{id}",""
"passed","Fri Sep 01 18:37:36 GMT 2023","Fri Sep 01 18:37:37 GMT 2023","304","","","","","Validar o método GET do endpoint /books/{id}","Validar o método GET do endpoint /books/{id}",""
